what,kind,bundleId,bundleVersion,description,time
java.specification.name,sysinfo,,,"Java Platform API Specification",1760662667286
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1760662667286
java.specification.version,sysinfo,,,"1.6",1760662667286
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1760662667286
java.version,sysinfo,,,"1.6.0_23",1760662667286
java.vm.info,sysinfo,,,"mixed mode",1760662667286
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1760662667286
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1760662667286
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1760662667286
java.vm.specification.version,sysinfo,,,"1.0",1760662667286
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1760662667286
java.vm.version,sysinfo,,,"19.0-b09",1760662667286
started,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1760662678977
started,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1760662678987
started,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1760662679012
started,bundle,org.eclipse.equinox.http.servlet,1.1.200.v20110502,"org.eclipse.equinox.http.servlet",1760662679040
started,bundle,org.eclipse.equinox.http.registry,1.1.100.v20110502,"org.eclipse.equinox.http.registry",1760662679112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1760662679276
started,bundle,org.eclipse.equinox.jsp.jasper.registry,1.0.200.v20100503,"org.eclipse.equinox.jsp.jasper.registry",1760662679433
started,bundle,org.eclipse.equinox.jsp.jasper,1.0.300.v20110502,"org.eclipse.equinox.jsp.jasper",1760662679435
started,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1760662679885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1760662680558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1760662695902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1760662717226
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1760662717361
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1760662717364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1760662717892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1760662718818
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1760662718932
started,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1760662719635
