what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1760705620891
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1760705620891
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1760705620891
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1760705620891
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1760705620891
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1760705620891
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1760705620891
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1760705620891
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1760705620891
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1760705620891
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1760705620891
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1760705620891
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1760705620891
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1760705620891
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1760705620896
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1760705620896
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1760705620897
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1760705620897
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1760705620897
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1760705620897
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1760705620897
os,sysinfo,,,"win32",1760705620899
arch,sysinfo,,,"x86",1760705620899
ws,sysinfo,,,"win32",1760705620899
locale,sysinfo,,,"en_NZ",1760705620899
processors,sysinfo,,,"32",1760705620899
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1760705620899
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1760705620899
java.specification.name,sysinfo,,,"Java Platform API Specification",1760705620899
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1760705620899
java.specification.version,sysinfo,,,"1.6",1760705620899
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1760705620899
java.version,sysinfo,,,"1.6.0_23",1760705620899
java.vm.info,sysinfo,,,"mixed mode",1760705620899
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1760705620899
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1760705620899
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1760705620899
java.vm.specification.version,sysinfo,,,"1.0",1760705620899
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1760705620899
java.vm.version,sysinfo,,,"19.0-b09",1760705620899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1760705622950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1760705624754
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1760705624803
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1760705628260
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1760705629849
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1760705629850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1760705631703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1760705632999
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1760705633060
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1760705633181
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1760705633201
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1760705633201
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1760705633201
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1760705633204
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1760705633204
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1760705633204
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1760705633204
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1760705633204
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1760705633204
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1760705633204
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1760705633204
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1760705633204
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1760705633270
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1760705633280
